,Unnamed: 0,question,label
3283,3283,"BulletPhysics ""setLinearVelocity"" not moving",low
3284,3284,How best for an old timer to manage type safety in Javascript,low
3285,3285,How enable Hover event for bootstrap menus?,low
3286,3286,Replace characters in range,low
3287,3287,Import .sql file in Oracle?,low
3288,3288,unable to git clone from openshift jenkins static slave,low
3289,3289,Exporting data from Oracle query to excel using query,low
3290,3290,plot3Drgl default angle,low
3291,3291,C# Method Hiding,low
3292,3292,How to connect to PSFTP using different username,low
3293,3293,"2 buttons in a form, only one that performs form action",low
3294,3294,Using Partitioning and Indexing on Same Column in Oracle is there any benefit out there,low
3295,3295,Passing function parameters on to fadeOut callback,low
3296,3296,Selenium IDE - Select Googles Autofill Options,low
3297,3297,Google Apps Script make HTTP POST,low
3298,3298,"TableLayout, can't get columns to behave",low
3299,3299,Is transient fault handling necessary with Azure SQL Database Premium Service Tier?,low
3300,3300,Transform element does not work in Bootstrap,low
3301,3301,ArrayList<String> Object assignment,low
3302,3302,swift iOS - NSURLSession not downloading multiple files properly,low
3303,3303,Ui router Keep page template when changing route to map state,high
3304,3304,how to pass parameter in devexpress report,low
3305,3305,Using scala vararg methods in java,low
3306,3306,error /usr/include/string.h:652:42: error: âmemcpyâ was not declared in this scope while building caffe,low
3307,3307,Encrypt / Protect Data my Application Uses,high
3308,3308,how to convert simple opengl line plotting code to use vertex array,low
3309,3309,Angular controller testing with many dependencies,high
3310,3310,How can I view an uploaded file in the web browser using MVC 3?,low
3311,3311,Stop android app audio playing when device locked,low
3312,3312,Capture Esc Key in UserControl,low
3313,3313,ado.net entity framework massive confusion,high
3314,3314,Confusion about d3.js selectAll,low
3315,3315,Adding a list of values to the value itself excluding its own value,low
3316,3316,History on spyder kills the kernel,low
3317,3317,Malware PHP files are getting created automatically,high
3318,3318,PivotCaches.Add Mismatch Error - Why didn't it happen before?,low
3319,3319,chain effects in jQuery,low
3320,3320,Unexpectedly found nil while unwrapping optional value,low
3321,3321,ARM Cortex-M heap alignment,low
3322,3322,Directive for Document Status,low
3323,3323,Amazon api not returning results aligned with the amazon website results,high
3324,3324,Hide Stock Qty/Availability for Specific Attribute Set,low
3325,3325,How long a thread will be alive in java?,low
3326,3326,Setting to-one relationship value in Core data get unrecognized selector sent to instance error,low
3327,3327,Submitting Form to Handler is not working,low
3328,3328,How to remove new lines within double quotes?,low
3329,3329,Host name lookup failure in send mail,low
3330,3330,How to provide accurate prices with new Payment system,low
3331,3331,Automated test of client/server application,low
3332,3332,Service Account Google Analytics OAuth AccessType = Offline C#,low
3333,3333,Expiration of a digitally signed PDF with multiple signatures,high
3334,3334,Can not use navigator.push in main Route Component,low
3335,3335,"Doctrine 1.2 Control Flow Function ""IF""",low
3336,3336,Export results to Excel within script,low
3337,3337,"In Hibernate 5 JPA: I need to add an annotated class at runtime, but only for a particular PU",low
3338,3338,Create a Google Site Page using Google Apps Script,low
3339,3339,exporting into the same module from different files,low
3340,3340,Understanding some XML EBNF,low
3341,3341,Can i use SIGNAL/SLOT on QPolygon?,low
3342,3342,How to limit the upload speed of windows FTP script,low
3343,3343,Can an OpenGLES 2.0 framebuffer be bound to a texture and a renderbuffer at the same time?,low
3344,3344,Compare numbers through a loop to set a status accordingly,low
3345,3345,jQuery Selector -- Children / Sub Elements,low
3346,3346,"I am using SQL Management Studio on my computer, how does one do an import/export through it?",low
3347,3347,How to start mouse movement action triggering script after countdown?,low
3348,3348,Add value to non-existant array element,low
3349,3349,ToDo list using iife module,low
3350,3350,How to remove specefic rows from linq result,low
3351,3351,"""Two-way binding requires Path or XPath"" when edit wpf datagrid",high
3352,3352,WAMP server suddenly stopped running scripts,low
3353,3353,AJAX Updating Javascript Variable from PHP page?,low
3354,3354,"Eclipse - ""Error moving resource""",low
3355,3355,Clojure take-while with logical and,low
3356,3356,Get ID3 from stream on MPMoviePlayerController,low
3357,3357,How to append json objects in JQuery inside dynamically created rows,low
3358,3358,How can I reference or access objects such as buttons made in another method in Java Swing?,low
3359,3359,How to get username inside CustomPasswordEncoder in SpringSecurity?,low
3360,3360,Callback to method in different model,low
3361,3361,Does jQuery mobile (or docs) perform userAgent sniffing to decide whether to generate back button?,low
3362,3362,Fetch IBM websphere MQ message using Oracle Service Bus,high
3363,3363,How to set To emailaddress fo ForwardTicket,low
3364,3364,PHP - Is it better to set session cache limiter to nocache or use jQuery ajax cache:false?,low
3365,3365,What's the best practice to make a new branch based on project without trunk directory in SVN?,low
3366,3366,Differentiate Between Zero and Blank in Excel,low
3367,3367,ng-model value in multidimentional array,low
3368,3368,Is it not safe to call Accessor methods in init and dealloc methods in Objective C?,low
3369,3369,Need help to understand SQL query (oracle10g),low
3370,3370,how to use ajax and also have browser.back button,low
3371,3371,get some value and move to other table mysqli,low
3372,3372,Can Kivy be used in conjunction with the latest Python distribution?,low
3373,3373,Variable length tuples in f#,low
3374,3374,How to add Error bar on a bar graph,low
3375,3375,CakePHP 3 - How to insert a record without auto increment primary key ID,low
3376,3376,"Why doesn't Codeception's PhpBrowser follow a ""Reload"" header?",low
3377,3377,What is the canonical way of handling sys arguments in Python?,low
3378,3378,makefile error 2 in ubuntu command,low
3379,3379,Autoupdating a windows application without using a separate program,high
3380,3380,Mysql update for a range of data where some number is missing from the series,low
3381,3381,Customizing jqGrid subgrid column,low
3382,3382,Disable zooming in header and footer only in JQuery Mobile,low
3383,3383,Does VS 2010 do bounds check on malloc or new memory allocation?,low
3384,3384,Statistics Question: Kernel Smoothing in R,high
3385,3385,jquery: different response type,low
3386,3386,Jquery mobile button click at corner not working,low
3387,3387,Ruby - Is &prc different than &block?,low
3388,3388,General Parcelable Object (is it possible)?,low
3389,3389,Where to find in server whether the request was made to DNS of website or the Server IP on the port,low
3390,3390,firefox not display resized thumb images,low
3391,3391,Linux C++ Debugger,low
3392,3392,JS file is loaded but not executing,low
3393,3393,mysql error when backing up a database that has views,low
3394,3394,Invoke webservice from javascript to refresh an update panel,low
3395,3395,Are there plans to make lambda expressions in Java more performant than anonymous classes?,low
3396,3396,Back button overriding in windows phone for webbrowser/view,low
3397,3397,Convert a list of numeric vectors with different lengths to data.frame,low
3398,3398,How to avoid '\n' and '\t' escaping sequence when string is assigned to a variable,low
3399,3399,Random Invalid Viewstate Error,low
3400,3400,User bandwidth quota management with mysql php,low
3401,3401,Bootstrap and iFrame google map,low
3402,3402,Spring Integration discard message to replyChannel,low
3403,3403,Java protected modifier not working as expected,low
3404,3404,Insert ASP Tags and UserControls into CMS Content,low
3405,3405,Can HTTPS web pages be permitted to load data over HTTP?,low
3406,3406,compile qt library with cmake,low
3407,3407,how to create read-only user in postgresql,low
3408,3408,Package name of stock SMS-app on Galaxy S2/S3/S4?,low
3409,3409,Why am I getting this error? How can I fix?,low
3410,3410,"How to change file names with ""rename"" command in any depth?",low
3411,3411,How can I create a gif with more than 256 colors like this one?,low
3412,3412,I have made a layout of tab panel with extjs designer,low
3413,3413,"if the comparison of two columns is true, then compare their corresponding value in the next two columns and report true/false",low
3414,3414,"gdb script, assign functions' return value in user variable",low
3415,3415,How to make tableview's content displayed under a transparent navigation bar?,low
